11,1,44119992,analista funcionales oracle developer,accenture empresa consultoria management servicios tecnologia outsourcing combinamos experiencia incomparable amplias capacidades todas industrias funciones negocios amplia investigacion respecto empresas mas exitosas mundo encontramos busqueda profesional sistemas experiencia oracle developer forms reports pl sql base oracle g desempeñarse analistas senior,años experiencia desarrollo aplicaciones dichas tecnologias experiencia direccion equipos trabajo gestion proyectos deseable experiencia rubro seguros
12,4,44119996,practicante sistemas,apoyo encargos subgerente informacion equipo planeamiento division creditos manejo bases datos generacion reportes analisis administracion servidores apoyo proyectos informacion generacion reportes analisis basicos informacion cartera mayorista provisiones manejo bases datos niveles consulta apoyo desarrollos proyectos asignados subgerencia pe automatizaciones procesos nuevas herramientas informacion proyecto mir renovacion tecnologica caps apoyo actualizacion manuales aplicativos cuales gerencia lider usuario hacer seguimiento actualizacion share point division creditos apoyo administracion servidores equipo schedular back ups organizar files coordinar sistemas nuevas necesidades,conocimientos manejo bases datos reporteadores nivel consulta algun lenguaje programacion
13,1,44120019,analista programador web,cliente encuentra busqueda profesional primer nivel ocupar cargo analista programador web funciones analisis procesos coordinacion jefe desarrollo diseño base datos coordinacion jefe desarrollo documentacion definicion procesos rupuml desarrollo solucion aplicaciones windows web visual studio validacion solucion coordinacion jefe desarrollo puesta produccion solucion ambientes testeo primeros clientes diseño proceso implementacion software manuales usuario,experiencia minima tres años analista programador especializado webs deseable certificaciones microsoft mcpd windows developer mcpd aspnet developer conocimientos sql aspnet microsoft cnet rup visual basic deseable conocimientos oracle database patrones diseño beneficios remuneracion acorde mercado oportunidad linea carrera
14,6,44120020,practicante customer experience ii,apoyo programas talleres calidad generar comunicaciones flyers videos ediciones manejo inventario merchandizing unidad requerimiento proveedores apoyo elaboracion presentaciones oficinas canales productos conocimiento redes sociales basico apoyar actualizacion metricas revisar verbatines escuchar editar audios encuestas realizadas,indispensable experiencia
15,1,44120024,asistente java,diseño desarrollo aplicaciones base requerimiento cliente,experiencia minima año manejo herramientas java jee deseable experiencia proyectos implementacion sistemas alineado rubro seguros
16,1,44120025,practicante java jee,diseño desarrollo aplicaciones base requerimiento cliente,deseable experiencia minima año manejo herramientas java jee disponibilidad realizar horas semanales disponibilidad trabajar cercado lima
17,4,44120026,trainee ingenieria informatica,participar proyecto implementacion sistemas core negocio empresa seguros apoyar analisis desarrollo etapas implementacion proyecto soporte analisis negocio seguros,deseable experiencia nivel ingles intermedio
18,1,44120027,trainee oracle developer,diseño desarrollo aplicaciones base requerimiento cliente,deseable experiencia minima año manejo herramientas oracle developer disponibilidad completa
19,1,44120028,trainee java,diseño desarrollo aplicaciones base requerimiento cliente,deseable experiencia minima año manejo herramientas java jee disponibilidad completa
20,6,44120043,analista aseguramiento ingresos,ejecucion controles aseguramiento ingresos oferta comercial prepago aprovisionamiento trafico facturacion asi gestion mejora controles actuales elaboracion seguimiento planes accion solucionar incidentes impacto ingresos satisfaccion clientes identificacion evaluacion economica potenciales perdidas ingresos participacion proyectos implementacion nuevos productos sistemas,dominio ms office manejo base datos
21,6,44120046,r p n practicante dpto supervision riesgo operacional sar,practicante apoyara diversas actividades realizadas interior dpto riesgo operacional destacando implementacion central perdidas centralizada riesgo operacional obtencion reportes consolidados nivel sistemas supervisados asi implementacion herramientas soporte gestion preparar actualizar documentacion tecnica amnuales procedimientos formatos similares apoyo planificacion actividades capacitacion entidades supervisadas respecto proyectos desarrollados dpto elaboracion documentacion relacionada asi atencion consultas remitidas apoyo elbaoracion documentos indicadores resultado evaluacion realizada empresas supervisadas consultas trasladadas dpto,conocimientos nivel intermedio base datos honestidad capacidad trabajar equipo responsabilidad pro actividad
22,6,44120049,practicante aseguramiento ingresos,seguimiento controles aseguramiento ingresos apoyo analisis procesos relacionados generacion registro facturacion cobranza trafico gestion aprovisionamiento clientes apoyo evaluacion potenciales perdidas ingresos apoyo implementacion nuevos controles aseguramiento ingresos relacionados lanzamiento nuevos productos sistemas elementos red,
23,6,44120056,analista programador cobranzas,analizar diseñar implementar mantener sistemas Área cobranzas proposito proporcionar solucion tecnologica mas conveniente negocio permita lograr mayor eficiencia operativa disminuir provisiones generar ingresos garantizando niveles servicio acordados usuarios cumpliendo procedimientos gestion desarrollo proyectos establecidos,experiencia año analista programador conocimientos programacion aplicaciones clienteservidor web conocimiento avanzado net javascript vbasic sql oracle
24,4,44120058,analista programador,realizar analisis diseño desarrollo implementacion nuevos procesos modificaciones existentes desarrollar interfaces contabilidad finanzas desarrollo nuevos formularios reportes,egresado carrera profesional tecnica ingenieria sistemas experiencia minima año conocimientos aplicaciones contables funcionamiento erp manejo visual basic net sql server plsql manejo avanzado paquete office ingles nivel intermedio preferencia
25,6,44120062,especialista inscripciones colectivas,elaborar cuadros estadisticos indicadores programas colectivos segun requerimiento gerencia interactua coordina responsables procesamiento envio informacion diferentes canales venta directos brokers compañias seguro coordina nuevos canales operatividad envio informacion segun reglas negocio establecidas supervisa controla correcto cumplimiento procesos acuerdo manual procedimiento establecido venta colectiva supervisa atencion solucion oportuna quejas reclamos orientacion cliente interno externo venta colectiva controla base datos registrada venta colectiva actualizada mismo refleje cuadros poblacion canal programa grupo etario supervisa impresion oportuna documentos acreditacion cuenta constancia renovacion cartas baja coordina jefatura retenciones controla diferentes procesos ventas colectivos desarrollen acuerdo procedimientos establecidos sistema gestion calidad,experiencia año realizando funciones coordinacion supervision excel avanzado conocimiento base datos sql access indispensable manejo indicadores gestion desarrollo proyectos
26,4,44120068,asistente tecnologia informacion,funciones analisis desarrollo documentacion aplicaciones empresariales organizar mantener actualizado ordenar debidamente inventario equipos computo asi archivos respaldo informacion programas informaticos instalados asegurar mantenimiento conservacion equipos suministros computo realizar funciones asigne jefe Área apoyo cierres contables fin mes despliegue actividades respaldo usuarios monitoreo seguimiento incidentes parte usuarios uso equipos sistemas,requisitos años experiencia puestos similares dominio nivel intermedioavanzado siguiente lenguajes programacion visual basic visual studio net c webescritorio dominio nivel intermedioavanzado sql server dominio nivel intermedio administracion windows server capacidad analisis diseño aplicaciones empresariales conocimientos intermedios procesos empresariales inventario compras contabilidad facturacion produccion conocimiento nivel intermedio itil conocimiento basico pmbok pmi experiencia intermedia herramientas metodologias modelamiento uml rup
27,4,44120069,consultor junior soporte,responsable realizar actividades soporte producto exactus atencion consultas clientes mantenimiento producto reportara jefatura Área soporte desarrollo tareas puesto atencion casos soporte funcional tecnico producto exactus consultas telefonicasmensajeria instantanea consultas via sistema casos atencion errores reportados modulos correccion errores seguimiento situ realizacion mejoras solicitadas modulos atender requerimientos menores facturados clientes seguimiento casos reportados partner realizar visitas instalacion base datos realizar documentacion producto realizar cambio requerimientos legales,conocimientos basicos funcional tecnico cualquier erp participado año minimo implementacion soporte conocimiento siguientes lenguajes deseable sql java net conocimientos uso sql serveroracle nivel desarrollo opcional nivel administracion conocimiento notacion uml idefx conocimiento uso herramientas ofimatica ms project conocimiento modelamientoprogramacion orientado objetos oop
28,3,44120070,practicante soporte erp,apoyo area soporte exactus erp conocimiento manejador base datos sql server oracle conocimientos programacion conocimiento basico funcional tecnico cualquier erp experiencia meses minimo implementacion soporte,
29,6,44120082,profesora it senior school,dictar clases relacionadas especialidad idioma ingles preparar material educativo correspondiente mantener actualizada documentacion pedagogica administrativa responsabilidad emplear metodos tecnicas adecuados cumplir programacion semanal evaluaciones comentarios detectar problemas afecten desarrollo alumno aprendizaje coordinar mantener comunicacion padres familia participar acciones promocion servicio social planifique colegio asistir obligatoriamente reuniones actuaciones eventos cronograma,experiencia comprobada enseñanza colegios ib secundaria colegios mixtos disponibilidad trasladarse sede huertos villa chorrillos senior school conocimiento idioma ingles necesario manejar material clase dictar clase ingles certificados toefl cae cpe seran considerados favor candidato dominio clases pizarras interactivas uso correos electronicos dominio desarrollo blog educativosmoodle herramientas tic
30,4,44120103,analista procesos senior,realizar analisis formulacion proyectos finalidad hacer coordinaciones necesarias lograr ejecucion proyectos realizar creacion mantenimiento procesos finalidad usuario cuente documentos cada procesos dar soporte usuarios ayudarlos procesos sistemas nivel usuario elaboracion planes capacitacion pruebas nuevos procesos servicios lograr asegurar usuarios conozcan nuevos servicios elaboracion procedimientos flujos operacion diferentes proyectos empresa participar visitas locales empresa facilitar tareas mejora continua procesos metodos trabajo,software ms office intermedio visio sharepoint deseable requisitos capacidad interactuar areas negocio habilidad hacer analisis sistemicos experiencia dos años experiencia elaboracon implementacion procesos operativos
31,6,44120107,proyectos,desarrollo proyectos logisticos nivel estrategico tecnico empresas primera linea incluyendo procesamiento analisis interpretacion data desarrollo evaluacion alternativas solucion problemas identificados apoyo implementacion soluciones logisticas seleccionadas elaboracion documentacion proyecto presentacion cliente,manejo avanzado microsoft office powerpoint excel access dominio idioma ingles experiencia preferencia logistica proyectos necesaria
32,3,44120114,consultor junior,buscamos jovenes profesionales talento formarlos consultores tecnicos postulante participara proyectos implementacion oracle ebusiness suite erp empresas peru incorporara equipo desarrollo encargado realizar customizaciones utilizando herramientas propias oracle,nivelquinto superior potencial ser quinto superior encuentre aprendizaje motivacion permanente facilidad comunicacion alto nivel capacidad trabajar bajo presion orientado trabajo equipo idioma ingles conocimientos herramientas windows ofrecemos linea carrera aprendizaje permanente ambiente dinamico cordial integridad etica profesional participacion proyectos empresas top peru
33,4,44120119,programador,efectuar tareas programacion labores analisis diseño coordinaciones usuarios finales,experiencia minima años preferible empresas similares base datos oracle avanzado programacion b lenguajes programacion java avanzado developer visual basic net avanzado c sistemas operativos windows unix intermedio d analisis diseño sistemas avanzado conocimientos relacionados gestion proyectos servicios informaticos pmi cmmi itil
34,4,44120123,analista funcionales oracle developer,accenture empresa consultoria management servicios tecnologia outsourcing combinamos experiencia incomparable amplias capacidades todas industrias funciones negocios amplia investigacion respecto empresas mas exitosas mundo encontramos busqueda profesional sistemas experiencia oracle developer forms reports pl sql base oracle g desempeñarse analistas senior,años experiencia desarrollo aplicaciones dichas tecnologias experiencia direccion equipos trabajo gestion proyectos deseable experiencia rubro seguros
35,1,44120125,asistente java,diseño desarrollo aplicaciones base requerimiento cliente,experiencia minima año manejo herramientas java jee deseable experiencia proyectos implementacion sistemas alineado rubro seguros
36,1,44120127,practicante java jee,diseño desarrollo aplicaciones base requerimiento cliente,deseable experiencia minima año manejo herramientas java jee disponibilidad realizar horas semanales disponibilidad trabajar cercado lima
37,1,44120128,trainee ingenieria informatica,participar proyecto implementacion sistemas core negocio empresa seguros apoyar analisis desarrollo etapas implementacion proyecto soporte analisis negocio seguros,deseable experiencia nivel ingles intermedio
38,1,44120129,trainee java,diseño desarrollo aplicaciones base requerimiento cliente,deseable experiencia minima año manejo herramientas java jee disponibilidad completa
39,1,44120130,trainee oracle developer,diseño desarrollo aplicaciones base requerimiento cliente,deseable experiencia minima año manejo herramientas oracle developer disponibilidad completa
40,6,44120131,practicante centro soluciones,contribuir diseño procesos negocio soportados sistemas documentar mantener actualizados procesos soportados herramientas sistemas sap crm sap r brindar soporte procesos ventas logistica herramienta sap crm sap r documentar actas reuniones realizadas capacitar usuarios negocio sistema procesos soporta,conocimientos idiomas ingles nivel intermedio conocimientos tecnicossistemas sap rcrm deseable ms project intermedio bizagi intermedio conocimientos deseables gestion procesos gestion comunicaciones ventas logistica competencias analisis critico cuestionar forma hacen cosas buscar optimizar constantemente tolerancia cambio constante confianza si mismo motiva reto logra impacto influencia comunicacion relaciones trabaja equipo muestra colaboracion orienta logro
41,6,44120144,analista,proponer implementar realizar monitoreo modelos score diferentes productos minoristas definir variables uso identificar fuentes informacion dwh desarrollar calculadoras replicas pruebas integrarlo gestiono analizar desarrollar implementar desplegar soluciones basadas tecnologias informacion permitan explotar distribuir modelos informacion desarrollados riesgos bm score estadisticos segmentacion,minimo años experiencia analista programador bi analista funcional analista inteligencia negocio conocimientos programacion web macros avanzadas excel datawarehouse intermedio manejo base datos sql oracle teradata ultimo deseable nivel intermedioavanzado manejo herramientas business objects cognos avanzado conocimientos sas deseable
42,6,44120146,profesional proyecto,responsable proyectos cargo funcion gestionar proyecto incluye diseño,años experiencia proyectos curso pmi
43,1,44120160,qa,desarrollar mantener componentes software incluyendo testeos unitarios integracion aplicaciones identificacion casos utilizartesteo casos cambios control mejoras convertirlas cuadro comandos regresion usando selenium qtp contribuir implementacion mantenimiento ejecucion emision funcionalplan pruebas regresion ejecutar regresiones control comandos reportar resultados segun plan testeo regresion parte codigo promocion software integracion fuerte equipo clientes resolver emisiones criticas producto sido identificados nivel funcional testeo regresion reportandolas recomendar metodos mejora automatizacion procedimientos testeo regresion productos,experiencia minima años integrando equipos sistemas informacion experiencia minima integrando equipos aseguramiento calidad experiencia minima años java utilizando web logic jboss hibernate spring struts indispensable experiencia minima años herramientas automatizacion selenium web driver qtp experiencia minima años sql databases
44,6,44120162,jefe proyecto,responsable proyectos cargo funcion gestion diseño proyectos,diez años experiencia general cinco años experiencia proyectos sistemas cursos pmi
45,6,44120164,profesional analista procesos funcional,diseño desarrollo proyectos sistemas funcion liderar proyectos sistemas,años experiencia general años experiencia proyectos sistemas cursos pmi similar
46,4,44120165,practicante profesional soporte informacion sistemas,manejo herramientas ofimatica cableado redes lan instalaciones equipos red instalaciones software hardaware,minimo meses experiencia practicante pre profesional mantenimiento computadoras administrando servidores linux windows disponibilidad trabajar huachipa horario pm
47,1,44120167,practicante innovacion,implementar mejoras procesos actuales mediante uso ti logra adaptando adoptando configurando creando diversas herramientas basadas ti mejorar optimizar funcionamiento procesos actuales,sql c asp php java
48,1,44120169,cloud developer junior,analisis diseño personalizaciones software factory documentacion desarrollos realizados,conocimientos especiales aspnet visual cnet sql server mysql conocimientos deseados jquery
49,4,44120170,practicante desarrollo oracle,analisis desarrollo pruebas documentacion personalizaciones atencion incidencias erp oracle ebs mesa ayuda clientes peru eeuu colombia,oracle plsql nivel intermedio avanzado conocimiento basico linux office java intermedio
50,1,44120174,desarrollador backend frontend senior,desarrollar dar soporte requerimientos asignados jefe directo estimar complejidad requerimientos nuevas funcionalidades incidencias mejoras cada proyecto llevar control actualizacion tiempos tareas asignadas participar reuniones equipo mejorar trabajo equipo conocimientos lenguaje programacion java spring spring security manejo servicios restful conocimientos diseño manejo base datos mysql conocimientos javascript jquery avanzado jquery mobile knockoutjs phonegap conocimiento manejo html maquetacion css bootstrap,experiencia minima años participando equipos desarrollo java año minimo desarrollos moviles proactivo capacidad relacionarse adaptabilidadflexibilidad organizacion planificacion alta capacidad aprendizaje investigacion
51,6,44120189,consultor comercial servicios ti,solicitud cliente importante institucion rubro financiero encontramos busqueda consultor comercial servicios ti cubrir siguientes funciones prospeccion identificacion empresas potenciales clientes realizar exposiciones comerciales tecnicas servicios clientes coordinar usuarios servicios empresas clientes tesorerias finanzas areas tecnicas sistemas comunicaciones socios entidad proveedores entidad areas vinculadas servicios hacer seguimiento entrega servicios atencion post venta identificar nuevas necesidades servicios tecnologia informacion,experiencia minima años ventas servicios productos tecnologia informacion soluciones integracion telecomunicaciones dominio office base datos microsoft project
52,6,44120209,auxiliar help desk,importante empresa encuentra busqueda analista productos informacion cumpla siguiente perfil funciones seguimiento control mantenimiento plataforma tecnologica soporta operacion peru soporte usuarios internos externos creacion usuarios internos externos garantizar correcto funcionamiento enlaces datos interconexion bancos garantizar funcionamiento correo electronico demas sistemas claves funcionamiento oficinas velar correcto funcionamiento mantenimiento infraestructura empresa aires acondicionados ups’s planta electrica,requisitos sistemas universitarios institutos concluidos experiencia minima año puestos similares
53,6,44120213,coordinador proyectos telecomunicaciones,encargo cliente importante empresa sector telecomunicaciones encontramos busqueda profesional altamente calificado ocupar posicion coordinador proyectos telecomunicaciones funciones realizar planeamiento control supervision proyectos realizar ingenieria requerimientos elaborar documentacion exija ejecucion proyecto gestion control seguimiento aprobacion servicios brindados empresas contratistas participan proyecto definir lineas base costo tiempo alcance proyecto preparar expediente digital proyecto preparar edt diagrama gantt ruta critica proyecto apoyar cumplimiento politica objetivos calidad realizar analisis valor ganado proyecto identificar riesgos proyecto establecer estrategias mitigacion asignar recursos participaran proyecto relacion presupuesto mismo realizar labores coordinacion cliente responsabilidades asignadas jefatura,titulado ingenieria electronica sistemas telecomunicaciones años experiencia deseable gestion proyectos telecomunicaciones desarrollo software experiencia previa proyectos peruano haber liderado proyectos monto mayor us mas meses conocimientos redes datos sistemas telefonicos contact centers conocimientos ms office ms project autocad certificacion itil deseable
54,3,44120220,practicante soporte ti,velar correcto funcionamiento maquinas sistemas empresa asistencia soporte herramientas informaticas cpus sistemas operativos aplicaciones ofimatica sistema empresa instalacion configuracion equipos instalacion configuracion impresoras configuracion celulares anexos telefonicos apoyo trabajos puntuales encargados jefatura documentar trabajos realizados apoyo soporte tecnico varios remoto site,egresados bachilleres carrera ingenieria sistemas experiencia meses puesto empresas rubro u microsoft office nivel avanzado ingles nivel basico conocimientos erp sap nivel basico horarios trabajo lunes viernes pm
55,4,44120227,planner mantenimiento minas,cliente importante empresa sector minero actualmente busqueda profesional calificado posicion planner cts ingreso informacion equipos sistema cts ingreso datos relacionados proceso mantenimiento componentes sistema cts reemplazos reparaciones modificaciones componentes equipos bajo sistema cts emision reportes z relacionados gestion sistema cts coordinacion continua account managers consecucion informacion requerida mantener dia base datos sistema cts preparar reporte items pendientes entrega ser enviados clientes c dias revisar compra venta repuestos importaciones preparacion flujos caja semanales preparar enviar hacer seguimiento cotizaciones especialmente clientes asignados cargo apoyo permanente solicitudes clientes respecto seguimientos reclamos contactar agentes aduanas desaduanamiento mercaderias obtener reportes mensuales ventas billings administracion general sistema cts mantener actualizado sistema cts equipos territorio coordinacion general relacionado cts account managers cumplimiento objetivos relacionado cts,egresados ingenieria industrial ing sistemas ing mecanica opcional ing electrica opcional conocimientos basicos mantenimiento equipo pesado experiencia laboral minima años alto grado responsabilidad trabajo equipo proactividad manejo prioridades nivel avanzado ingles años experiencia industria minera indispensable manejo software uso general microsoft office sap deseable
56,6,44120232,analista metricas,elaborar reportes analizar indicadores procesos relacionan experiencia cliente ventas servicio cliente field service facturacion proponer mejoras situaciones identificadas gestionar analizar controlar proponer diseños kpis relacionados experiencia cliente analizar desagregar indicadores presenten desviacion comportamientos atipicos enviar alertas busqueda causa raiz eventos sucesos atipicos medicion procesar analizar informacion encuestas nivel satisfaccion canales alternativos centros atencion cliente canal mail canal chat,experiencia minima años puesto realizacion funciones indicadas conocimiento nivel avanzado excel sql server
57,4,44120233,aseguramiento calidad,analizar evaluar operacion mantenimiento plataformas empresa brindar recomendaciones procesos sistemas gestionar cumplimiento aseguramiento acciones propuestas establecer estandares elaborar actualizar difundir procesos procedimientos implantados acordes sistemas gestion control seguimiento asegurar cumplimiento regulaciones telecomunicaciones directrices grupo estandares establecidos internamente requisitos cliente sensibilizacion capacitaciones auditorias sistemas gestion temas relacionados actividades direccion,formacion complementaria sistemas gestion gestion proyectos experiencia años mapeo implantacion mejoras procesos indicadores auditorias empresas telecomunicaciones conocimientos estandares iso
58,3,44120253,jefe tecnologias informacion transnacional automotriz,responsable area tecnologica informacion empresa pais administrar proyectos locales globales coordinacion gerencia regional oficina central labor contempla elaborar planes estrategicos operativos administrando recursos direccionar comunicacion planes objetivos metas politicas normas procedimientos personal involucrado coordinar atencion resolucion problemas requerimientos dirigir procesos evaluacion cambios tecnologicos evaluar sistemas procesos aplicar enfoques estrategias gestion tecnologica promover liderar desarrollo proyectos tecnologia informacion comunicacion proponer uso herramientas tecnologicas usuarios ambiente trabajo evaluar curso desempeño unidad tecnica establecer medidas rendimiento control calidad desarrollo productos servicios tecnologia informacion asi aplicar metodos estandares relativos proceso desarrollo productos servicios tecnologia informacion comunicacion asiste direccion formulacion gestion evaluacion planes proyectos area controlando proyectos asignados area personal cargo,lugar trabajo lima conocimientos especificos pmp sism erp peoplesoft sap u oracle programacion entorno cliente servidor bases datos relacionales
59,6,44120255,asistente compensaciones,asistir funciones competencias fin contribuir cumplimiento mismas alineadas objetivos empresa asistir proceso valoraciones categorizacion puestos trabajo preparar reportes indicadores gestion compensaciones rotacion headcount variacion pagos variables asiste estudios mercado sueldos salarios beneficios analizando proponiendo ajustes nuevos esquemas compensacion salarios beneficios asiste control organigrama headcount cada unidad organizacional,experiencia minima año puestos similares experiencia ambiente erp deseable sap conocimiento estudios salariales equidad interna competitividad conocimiento analisis elaboracion organigramas conocimiento tecnicas valoracion puestos trabajo conocimiento tecnicas elaboracion descripciones puestos trabajo conocimiento legislacion laboral vigente deseable conocimientos calculo beneficios sociales manejo ms excel nivel intermedio avanzado manejo ms word power point nivel intermedio deseable ingles nivel intermedio
60,4,44120265,cas n sistemas informatica,adesempeñar labores departamento tecnologias informacion bajo supervision liderazgo jefe proyecto asigne bmantenimiento nuevos desarrollos relacionados sistema control gubernamental cdocumentacion pruebas desarrollos elaborados dparticipar opinion tecnica competente labores desarrolladas eproponer soluciones temas seguridad ambito desempeño fotras asigne jefe proyectos,titulado bachiller carrera universitaria especialidad sistemas informatica computacion acreditado copia experiencia minima dos años analista programador entorno web transaccional tecnologia net experiencia minima año desarrollo soluciones desktop web conocimiento patron aspnet mvc superior deseable experiencia conocimiento windows communication foundation entity framework linq html html css hml xls json ajax jquery jquery ui bootstrap u ui framework sql server reporting services internet information services deseable conocimientos rup uml deseable conocimientos oracle superior
61,6,44120268,representante comercial software,entender necesidad cliente asesorar clientes desarrollo implementacion erps realizar reporte ventas hacer seguimiento cartera conseguir nuevos clientes,venta erps
62,3,44120271,jefe ti,asegurar cumplimiento requerimientos it compañia vigilar correcto funcionamiento sistemas red principal responsable planificacion supervision sistema integral computarizado distintos sistemas operativos asesorar dar soporte distintas areas cuanto usos sistemas informaticos,minima años liderando equipos soporte desarrollo
63,4,44120278,analista sistemas,apoyar soporte aplicaciones web todas areas banco soluciona problemas relacionadas procesos bacth aplicaciones web online internet intranets analisis diagnostico ejecucion soluciones definitivas problemas presentados aplicaciones produccion identificacion ejecucion nuevas oportunidades mejora procesos aplicaciones empresa ejecucion analisis riesgos parte vital gestion problemas,alrededor año experiencia deseable rubro financiero consultoras empresas servicios paginas web
64,4,44120280,analista senior sistemas,realizar tareas relevamiento analisis diseño sistemas informaticos elaboracion propuestas solucion supervision programacion realizacion misma documentacion actualizacion mantenimiento sistemas informaticos levantamiento gestion requerimientos diseño sistema documentacion manual usuario diseño sistema supervisar pruebas sistema controlar cumplimiento cronograma proyecto dirigir actividades desarrollo mantenimiento sistemas velando cumplan especificaciones seguridad integridad sistemas datos planificar administrar asignacion recursos desarrollo mantenimiento operacion sistema atender necesidades informacion datos solicitados usuarios unidades administrativas academicas coordinar actividades administrador base datos mantener integridad datos coordinar usuarios implantacion nuevos sistemas actualizaciones implantar soluciones eficientes calidad garanticen correcto funcionamiento reportar supervisor avances logrados proyectos implantaciones presentar informes dentro naturaleza funciones solicitase supervisor demas autoridades institucion cumplir cualquier actividad dentro naturaleza cargo solicitase supervisor,bachiller ingenieria sistemas afines ingles nivel intermedio taller diplomado gestion proyectos pmi visual basic sql server nivel avanzado ms office power point microsoft project microsoft visio nivel avanzado solidos conocimientos metodologias àgiles desarrollo sw scrum años analista sistemas asignado proyectos medianos grandes desarrollo sw implementacion soluciones empaquetadas años liderando equipos trabajo
