11,1,44119992,Analista Funcionales Oracle Developer,"Accenture es una empresa de consultoría en management, servicios de tecnología y outsourcing. Combinamos una experiencia incomparable, amplias capacidades en todas las industrias y funciones de negocios y una amplia investigación respecto de las empresas más exitosas del mundo.
 
 Nos encontramos en la búsqueda de un profesional de sistemas con experiencia en Oracle Developer con Forms y Reports, PL SQL, Base Oracle 10g,
 Para desempeñarse como Analistas Senior.","- 3 a 5 años de experiencia en el desarrollo de aplicaciones con dichas tecnologías.
 - Experiencia en la dirección de equipos de trabajo y gestión de proyectos.
 - Deseable experiencia en el rubro de seguros."
12,4,44119996,Practicante Sistemas,"Apoyo en los encargos del Subgerente de Información del equipo de Planeamiento de la División de Créditos
 (entre otros manejo de bases de datos, generación de reportes y análisis, administración de servidores,
 apoyo en proyectos de información y otros}).
 1. Generación de reportes y análisis básicos de información de cartera mayorista, provisiones y otros
 2. Manejo de bases de datos (a niveles de consulta).
 3. Apoyo en el desarrollos de proyectos asignados a la Subgerencia, pe: automatizaciones de procesos, nuevas herramientas de información, Proyecto MIR, Renovación Tecnológica de CAPS, otros.
 4. Apoyo en la actualización de manuales de los aplicativos de los cuales la Gerencia es líder usuario.
 5. Hacer seguimiento de la actualización del Share Point de la División de Créditos
 6. Apoyo en la administración de servidores del equipo (schedular los back ups, organizar los files, coordinar con sistemas nuevas necesidades).",Conocimientos de manejo de bases de datos y reporteadores (nivel consulta) y algún lenguaje de programación.
13,1,44120019,Analista Programador Web,"Nuestro cliente se encuentra en la búsqueda de un profesional de primer nivel para ocupar el cargo de:
 
 ANALISTA PROGRAMADOR WEB
 
 FUNCIONES:
 
 Análisis de los procesos en coordinación con el Jefe de Desarrollo.
 Diseño de la Base de datos en coordinación con el Jefe de Desarrollo.
 Documentación de la definición de procesos (RUP,UML).
 Desarrollo de la solución (aplicaciones Windows, WEB). Visual Studio 2008,2005.
 Validación de la solución en coordinación con el Jefe de Desarrollo.
 Puesta en producción de la solución en ambientes de testeo y en primeros clientes.
 Diseño de proceso de implementación del Software y manuales de usuario.","Experiencia mínima de tres años como Analista Programador, especializado en Webs.
 Deseable Certificaciones Microsoft MCPD Windows Developer 3.5 o MCPD ASP.NET Developer 3.5
 Conocimientos de SQL, ASP.net, Microsoft C#.net, RUP, Visual Basic, entre otros.
 Deseable conocimientos de Oracle Database y patrones de diseño.
 
 BENEFICIOS
 
 Remuneración de acorde al mercado.
 Oportunidad de Línea de carrera."
14,6,44120020,Practicante de Customer Experience II,"-Apoyo en programas y talleres de calidad.
 -Generar comunicaciones, flyers, videos, ediciones, etc.
 -Manejo de inventario de merchandizing de la Unidad y requerimiento a proveedores.
 -Apoyo en la elaboración de presentaciones a Oficinas, canales, productos.
 -Conocimiento de Redes Sociales básico.
 -Apoyar en la actualización de métricas.
 -Revisar los verbatines y escuchar y editar los audios de las encuestas realizadas.",No indispensable la experiencia.
15,1,44120024,Asistente Java,- Diseño y desarrollo de aplicaciones en base al requerimiento del cliente.,"- Experiencia mínima de 1 año en manejo de herramientas Java (J2EE).
 - Deseable experiencia en proyectos de implementación de sistemas alineado al rubro de seguros."
16,1,44120025,Practicante Java J2EE,- Diseño y desarrollo de aplicaciones en base al requerimiento del cliente.,"- Deseable experiencia mínima de 1 año en manejo de herramientas Java (J2EE).
 - Disponibilidad de realizar 30 horas semanales.
 - Disponibilidad para trabajar en Cercado de Lima."
17,4,44120026,Trainee Ingeniería Informática,"-Participar en el proyecto de implementación de sistemas al core del negocio de una empresa de seguros.
 -Apoyar en el análisis y desarrollo de las etapas de implementación del proyecto.
 -Soporte en el análisis del negocio de seguros.","- Deseable experiencia.
 - Nivel de inglés intermedio."
18,1,44120027,Trainee Oracle Developer,- Diseño y desarrollo de aplicaciones en base al requerimiento del cliente.,"- Deseable experiencia mínima de 1 año en manejo de herramientas Oracle Developer.
 - Disponibilidad completa."
19,1,44120028,Trainee Java,- Diseño y desarrollo de aplicaciones en base al requerimiento del cliente.,"- Deseable experiencia mínima de 1 año en manejo de herramientas Java (J2EE).
 Disponibilidad completa."
20,6,44120043,Analista de Aseguramiento de Ingresos,"• Ejecución de controles de Aseguramiento de Ingresos (oferta comercial, prepago, aprovisionamiento, tráfico y facturación), así como gestión de mejora de los controles actuales.
 • Elaboración y seguimiento de planes de acción para solucionar incidentes con impacto en ingresos y/ o satisfacción de los clientes.
 • Identificación y evaluación económica de potenciales pérdidas de ingresos.
 • Participación en proyectos de implementación de nuevos productos y sistemas.","Dominio de MS Office.
 Manejo de Base de Datos."
21,6,44120046,R-P N° 002-2014 PRACTICANTE DPTO. SUPERVISION DE RIESGO OPERACIONAL - SAR,"El practicante apoyara en las diversas actividades realizadas al interior del Dpto. de Riesgo Operacional, destacando la implementación de una central de pérdidas centralizada de riesgo operacional, la obtención de reportes consolidados a nivel de los sistemas supervisados, así como la implementación de herramientas de soporte a la gestión.
 Preparar y actualizar de documentación técnica, amnuales, procedimientos, formatos y similares.
 Apoyo en la planificación de las actividades de capacitación a entidades supervisadas con respecto a proyectos desarrollados por el Dpto., la elaboración de documentación relacionada, así como en la atención de consultas que sean remitidas.
 Apoyo en la elbaoración de documentos e indicadores, resultado de la evaluación realizada sobre las empresas supervisadas y/o consultas trasladadas al Dpto.","Conocimientos a nivel intermedio de Base de Datos.
 Honestidad, capacidad para trabajar en equipo, responsabilidad y pro actividad."
22,6,44120049,Practicante de Aseguramiento de Ingresos,"Seguimiento de los controles de Aseguramiento de Ingresos.
 Apoyo en el análisis de los procesos relacionados a la generación, registro, facturación, cobranza de tráfico y gestión de aprovisionamiento de clientes.
 Apoyo en la evaluación de potenciales pérdidas de ingresos.
 Apoyo en la implementación de nuevos controles de aseguramiento de ingresos relacionados al lanzamiento de nuevos productos, sistemas o elementos de red.",
23,6,44120056,Analista Programador- Cobranzas,"Analizar, diseñar, implementar y mantener los sistemas del Área de Cobranzas con el propósito de proporcionar la solución tecnológica más conveniente para el negocio que permita lograr mayor eficiencia operativa, disminuir provisiones, generar ingresos, garantizando los niveles de servicio acordados con los usuarios y cumpliendo con los procedimientos de gestión y desarrollo de proyectos establecidos.","• Experiencia: 1 año como Analista Programador.
 
 • Conocimientos de Programación de aplicaciones cliente/servidor y web. Conocimiento avanzado en .Net, JavaScript, Vbasic, SQL y Oracle."
24,4,44120058,Analista Programador,"•Realizar el análisis, diseño, desarrollo e implementación de nuevos procesos y/o modificaciones de los existentes.
 •Desarrollar interfaces de contabilidad y de finanzas.
 •Desarrollo de nuevos formularios y reportes.","•Egresado de la Carrera profesional o técnica de Ingeniería de Sistemas.
 •Experiencia mínima de 01 año.
 •Conocimientos de: aplicaciones contables y funcionamiento de ERP, manejo de Visual Basic / .NET / SQL Server y PL/SQL
 •Manejo avanzado del paquete office.
 •Ingles a nivel intermedio de preferencia."
25,6,44120062,Especialista en Inscripciones Colectivas,"•Elaborar cuadros estadísticos e indicadores de nuestros programas colectivos, según requerimiento de la gerencia.
 •Interactúa y coordina con los responsables del procesamiento y envío de la información de los diferentes canales de venta directos, brokers y compañías de seguro.
 •Coordina con los nuevos canales la operatividad para el envío de la información, según reglas de negocio establecidas.
 •Supervisa y controla correcto cumplimiento de los procesos de acuerdo a manual de procedimiento establecido, por venta colectiva.
 •Supervisa la atención y solución oportuna de quejas, reclamos y orientación al cliente interno – externo, por venta colectiva.
 •Controla que la base de datos registrada por venta colectiva, este actualizada y que el mismo se refleje en los cuadros de población por canal, programa y grupo etario.
 •Supervisa la impresión oportuna de los documentos de acreditación, estados de cuenta, constancia de renovación, cartas de baja.
 •Coordina con la Jefatura de retenciones.
 •Controla que los diferentes procesos por ventas colectivos se desarrollen de acuerdo a los procedimientos establecidos en el sistema de gestión de calidad.","•Experiencia de 01año realizando funciones de coordinación o supervision
 •Excel avanzado
 •Conocimiento en base de datos, SQL y Access (no indispensable)
 •Manejo de indicadores de gestión y desarrollo de proyectos"
26,4,44120068,Asistente de Tecnología de la Información,"Funciones:
 Análisis, desarrollo y documentación de aplicaciones empresariales.
 Organizar; mantener actualizado y ordenar debidamente el inventario de equipos de cómputo, así como los archivos de respaldo de información y programas informáticos instalados.
 Asegurar el mantenimiento y conservación de los equipos y suministros de cómputo
 Realizar otras funciones que le asigne el Jefe del Área
 Apoyo en los cierres contables de fin de mes.
 Despliegue de las actividades de respaldo de usuarios.
 Monitoreo, seguimiento de incidentes por parte de usuarios sobre el uso de equipos, sistemas.","Requisitos:
 
 2 años de experiencia en puestos similares.
 Dominio a nivel intermedio/avanzado de los siguiente Lenguajes de Programación:
 Visual Basic 6.0
 Visual Studio 2012 (Net /C# ) Web/Escritorio
 Dominio a nivel Intermedio/Avanzado en Sql server 2005/2008.
 Dominio a nivel intermedio en Administración de Windows Server 2008
 Capacidad de Análisis y diseño de aplicaciones Empresariales.
 Conocimientos Intermedios en Procesos Empresariales (Inventario, Compras, Contabilidad, Facturación, Producción).
 Conocimiento Nivel Intermedio/ ITIL
 Conocimiento básico de PMBOK del PMI
 Experiencia intermedia en herramientas y metodologías de modelamiento (UML, RUP)"
27,4,44120069,Consultor Junior - Soporte,"Responsable de realizar actividades de soporte al producto Exactus, como la atención de consultas de clientes y mantenimiento al producto. Reportará a la jefatura del Área de Soporte y Desarrollo.
 
 TAREAS DEL PUESTO:
 • Atención de casos de soporte funcional y técnico del producto Exactus: Consultas telefónicas/mensajería instantánea y consultas vía sistema de casos.
 • Atención de errores reportados en módulos: Corrección de errores y seguimiento in-situ.
 • Realización de mejoras solicitadas en módulos.
 • Atender requerimientos menores facturados a los clientes.
 • Seguimiento de casos reportados al partner.
 • Realizar visitas de instalación de base de datos.
 • Realizar documentación del producto.
 • Realizar cambio por requerimientos legales.","• Conocimientos básicos (funcional y técnico) de cualquier ERP, habiendo participado durante 1 año como mínimo en implementación y/o soporte.
 • Conocimiento de los siguientes lenguajes (deseable): SQL, Java, .Net.
 • Conocimientos en uso de SQL Server/Oracle a nivel de desarrollo, opcional a nivel de administración.
 • Conocimiento de notación UML, IDEF1X.
 • Conocimiento de uso de herramientas de Ofimática, MS Project.
 • Conocimiento de modelamiento/programación orientado a objetos (OOP)."
28,3,44120070,Practicante Soporte ERP,"Apoyo en el área de Soporte Exactus ERP.
 1) Conocimiento de manejador de base de datos; SQL Server y/o Oracle.
 2) Conocimientos en programación.
 3) Conocimiento básico (funcional y técnico) de cualquier ERP.
 4) Experiencia 6 meses mínimo en implementación y/o soporte.",
29,6,44120082,Profesor(a) de IT- Senior School 2014,"- Dictar las clases relacionadas a su especialidad en idioma inglés.
 - Preparar el material educativo correspondiente.
 - Mantener actualizada la documentación pedagógica y administrativa de su responsabilidad.
 - Emplear métodos y técnicas adecuados.
 - Cumplir programación semanal , evaluaciones y comentarios.
 - Detectar problemas que afecten el desarrollo del alumno y su aprendizaje.
 - Coordinar y mantener comunicación con los padres de familia.
 - Participar en las acciones de promoción y servicio social que planifique el colegio.
 - Asistir obligatoriamente a reuniones, actuaciones y otros eventos del cronograma.","- Experiencia comprobada en enseñanza en colegios IB en secundaria y colegios mixtos.
 - Disponibilidad para trasladarse a la sede en Los Huertos de Villa - Chorrillos (Senior School).
 - Conocimiento del idioma inglés es necesario para manejar el material de clase y dictar la clase en INGLES.
 - Certificados TOEFL, CAE o CPE serán considerados a favor del candidato
 - Dominio de clases y pizarras interactivas.
 - Uso de correos electrónicos.
 - Dominio de desarrollo de blog educativos,moodle y otras herramientas TIC."
30,4,44120103,Analista de Procesos senior,"1. Realizar el análisis y formulación de proyectos con la finalidad de hacer las coordinaciones necesarias para lograr la ejecución de los proyectos.
 2. Realizar la creación y mantenimiento de procesos con la finalidad de que todo usuario cuente con documentos sobre cada uno de los procesos.
 3. Dar soporte a usuarios, para ayudarlos en los procesos y sistemas a nivel usuario.
 4. Elaboración de planes de capacitación y pruebas de nuevos procesos y servicios; para lograr asegurar que los usuarios conozcan de los nuevos servicios.
 5. Elaboración de procedimientos y flujos de operación en los diferentes proyectos de la empresa.
 6. Participar de las visitas a locales de la empresa para facilitar las tareas de mejora continua de procesos y de métodos de trabajo","Software:
 MS Office intermedio
 Visio
 Sharepoint (deseable)
 
 Otros requisitos:
 Capacidad para interactuar con otras áreas del negocio.
 Habilidad para hacer análisis sistémicos.
 
 Experiencia:
 Dos años de experiencia en la elaboracón e implementación de procesos operativos."
31,6,44120107,Ingeniero de Proyectos,"- Desarrollo de proyectos logísticos a nivel estratégico y técnico para empresas de primera línea, incluyendo:
 - Procesamiento, análisis e interpretación de data.
 - Desarrollo y evaluación de alternativas de solución para los problemas identificados.
 - Apoyo en la implementación de soluciones logísticas seleccionadas.
 - Elaboración de documentación de proyecto y presentación al cliente.","- Manejo avanzado de Microsoft Office (PowerPoint, Excel, Access).
 - Dominio del idioma inglés.
 - Experiencia de preferencia en logística o proyectos, pero no necesaria."
32,3,44120114,Consultor Junior,"Buscamos a jóvenes profesionales con talento para formarlos como consultores técnicos.
 El postulante participará en proyectos de implementación del Oracle eBusiness Suite (ERP) para empresas del Perú y se incorporará al equipo de Desarrollo el cuál está encargado de realizar customizaciones utilizando las herramientas propias de Oracle.","Nivel:Quinto superior o potencial para ser quinto superior.
 Que encuentre en el aprendizaje una motivación permanente.
 Facilidad de comunicación a alto nivel.
 Capacidad para trabajar bajo presión.
 Orientado al trabajo en equipo.
 Otros:
 Idioma: Inglés+-
 
 Conocimientos de herramientas de Windows
 
 Ofrecemos:
 Línea de carrera.
 Aprendizaje permanente.
 Ambiente dinámico y cordial.
 Integridad y ética profesional.
 Participación en proyectos para las empresas top 100 del Perú."
33,4,44120119,Programador,"Efectuar tareas de Programación
 Labores de Análisis y Diseño
 Coordinaciones con usuarios finales","Experiencia mínima de 3 años, preferible en empresas similares.
 a. Base de Datos: ORACLE – Avanzado (Programación).
 b. Lenguajes de Programación: JAVA Avanzado, Developer, Visual Basic, .Net, - Avanzado.
 c. Sistemas Operativos: Windows, Unix – Intermedio.
 d. Análisis y Diseño de Sistemas – Avanzado.
 e. Conocimientos relacionados con gestión de proyectos y servicios informáticos (PMI, CMMI, ITIL)."
34,4,44120123,Analista Funcionales Oracle Developer,"Accenture es una empresa de consultoría en management, servicios de tecnología y outsourcing. Combinamos una experiencia incomparable, amplias capacidades en todas las industrias y funciones de negocios y una amplia investigación respecto de las empresas más exitosas del mundo.
 
 Nos encontramos en la búsqueda de un profesional de sistemas con experiencia en Oracle Developer con Forms y Reports, PL SQL, Base Oracle 10g,
 Para desempeñarse como Analistas Senior.","- 3 a 5 años de experiencia en el desarrollo de aplicaciones con dichas tecnologías.
 - Experiencia en la dirección de equipos de trabajo y gestión de proyectos.
 - Deseable experiencia en el rubro de seguros."
35,1,44120125,Asistente Java,- Diseño y desarrollo de aplicaciones en base al requerimiento del cliente.,"- Experiencia mínima de 1 año en manejo de herramientas Java (J2EE).
 - Deseable experiencia en proyectos de implementación de sistemas alineado al rubro de seguros."
36,1,44120127,Practicante Java J2EE,- Diseño y desarrollo de aplicaciones en base al requerimiento del cliente.,"- Deseable experiencia mínima de 1 año en manejo de herramientas Java (J2EE).
 - Disponibilidad de realizar 30 horas semanales.
 - Disponibilidad para trabajar en Cercado de Lima."
37,1,44120128,Trainee Ingeniería Informática,"-Participar en el proyecto de implementación de sistemas al core del negocio de una empresa de seguros.
 -Apoyar en el análisis y desarrollo de las etapas de implementación del proyecto.
 -Soporte en el análisis del negocio de seguros.","- Deseable experiencia.
 - Nivel de inglés intermedio."
38,1,44120129,Trainee Java,- Diseño y desarrollo de aplicaciones en base al requerimiento del cliente.,"- Deseable experiencia mínima de 1 año en manejo de herramientas Java (J2EE).
 Disponibilidad completa."
39,1,44120130,Trainee Oracle Developer,- Diseño y desarrollo de aplicaciones en base al requerimiento del cliente.,"- Deseable experiencia mínima de 1 año en manejo de herramientas Oracle Developer.
 - Disponibilidad completa."
40,6,44120131,Practicante de Centro Soluciones,"* Contribuir al diseño de los procesos del negocio que son soportados por los sistemas.
 * Documentar y mantener actualizados los procesos que son soportados por las herramientas de sistemas como SAP CRM y SAP R3.
 * Brindar soporte a los procesos de ventas y logística en la herramienta SAP CRM y SAP R3.
 * Documentar las actas de las reuniones realizadas
 * Capacitar a los usuarios del negocio en el sistema y los procesos que soporta","CONOCIMIENTOS:
 * Idiomas: Inglés (nivel Intermedio)
 * Conocimientos técnicos/sistemas: SAP R3/CRM
 (deseable), MS-PROJECT (intermedio), BIZAGI
 (intermedio).
 * Conocimientos deseables de Gestión de
 Procesos, Gestión de Comunicaciones, Ventas y
 Logística.
 
 COMPETENCIAS:
 * Análisis crítico para cuestionar la forma en que se hacen las cosas (buscar optimizar
 constantemente).
 * Tolerancia al cambio constante.
 * Confianza en sí mismo y se motiva por el reto.
 * Logra impacto e influencia en la comunicación y relaciones.
 * Trabaja en equipo y muestra colaboración.
 * Se orienta al logro"
41,6,44120144,Analista I,"-Proponer, implementar y realizar monitoreo a los Modelos Score para los diferentes productos minoristas. Definir variables de uso, identificar fuentes de información (DWH), desarrollar calculadoras y/o replicas, pruebas e integrarlo a la gestiono.
 -Analizar, desarrollar, implementar y desplegar soluciones basadas en tecnologías de información que permitan explotar y distribuir los modelos de información desarrollados en Riesgos BM (Score, Estadísticos, Segmentación).","Mínimo 2 años de experiencia como Analista programador de BI, Analista funcional, Analista de Inteligencia de Negocio
 
 Conocimientos en:
 -Programación WEB y Macros Avanzadas de Excel - En DataWareHouse / intermedio - Manejo de Base de Datos SQL, Oracle y TeraData (este último deseable) a nivel Intermedio/Avanzado - Manejo de Herramientas de business objects y Cognos / Avanzado - Conocimientos de SAS (deseable)."
42,6,44120146,Profesional de Proyecto,"Responsable de los proyectos a su cargo
 Función: Gestionar el proyecto (incluye el diseño).","5 años de experiencia en proyectos
 Curso de PMI"
43,1,44120160,Ingeniero QA,"Desarrollar y mantener los componentes de software, incluyendo los testeos unitarios y de integración de las aplicaciones.
 Identificación de casos a utilizar/testeo de casos para cambios en control de mejoras y convertirlas a cuadro de comandos de regresión usando Selenium o QTP.
 Contribuir en la implementación, mantenimiento y ejecución de la emisión funcional/plan de pruebas de regresión.
 Ejecutar regresiones de control de comandos, reportar resultados según el plan de testeo de regresión, como parte del código de promoción de software.
 Integración fuerte con el equipo y clientes, para resolver emisiones críticas de producto, que hayan sido identificados a nivel funcional y en el testeo de regresión, reportándolas.
 Recomendar métodos para la mejora y automatización de procedimientos para el testeo de regresión de productos.","Experiencia mínima de 05 años integrando equipos de Sistemas de Información.
 Experiencia mínima de 05 integrando equipos de Aseguramiento de la Calidad.
 Experiencia mínima de 02 años en Java utilizando Web Logic, JBoss, Hibernate, Spring y Struts.
 Indispensable experiencia mínima de 02 años en herramientas de Automatización (Selenium/ Web Driver, QTP).
 Experiencia mínima de 02 años en SQL Databases."
44,6,44120162,Jefe de Proyecto,"Responsable de los proyectos a su cargo
 Función: Gestión y diseño de proyectos","Diez años de experiencia en general
 Cinco años de experiencia en proyectos de sistemas
 Cursos de PMI"
45,6,44120164,Profesional Analista Procesos o Funcional,"Diseño y Desarrollo de Proyectos de Sistemas
 Función: Liderar proyectos de sistemas","8 años de experiencia en general
 5 años de experiencia en proyectos de sistemas
 Cursos de PMI o similar"
46,4,44120165,Practicante Profesional de Soporte e Información - Sistemas,"-Manejo de Herramientas de Ofimática.
 -Cableado de redes LAN, instalaciones de equipos de red, instalaciones de software y Hardaware.","-Mínimo 6 meses de experiencia como practicante pre profesional en mantenimiento de computadoras y administrando servidores Linux – Windows.
 - Disponibilidad para trabajar en Huachipa en el horario de 8 - 6pm"
47,1,44120167,Practicante de Innovación,"Implementar mejoras a los procesos actuales mediante el uso TI. Esto se logra adaptando, adoptando, configurando, y creando diversas herramientas basadas en TI para mejorar y optimizar el funcionamiento de los procesos actuales.","SQL, C# , ASP, PHP, Java."
48,1,44120169,Cloud Developer Junior,"• Análisis y diseño de personalizaciones de software factory.
 • Documentación de desarrollos realizados.","CONOCIMIENTOS ESPECIALES: ASp.NET Visual C#.NET SQL Server, MySQL.
 CONOCIMIENTOS DESEADOS: JQuery."
49,4,44120170,Practicante de Desarrollo Oracle,"Análisis, desarrollo, pruebas, documentación de personalizaciones y atención de incidencias sobre el ERP Oracle EBS. Mesa de ayuda a clientes en Perú, EEUU y Colombia.","- Oracle PLSQL a nivel intermedio o avanzado.
 - Conocimiento básico del S.O. Linux.
 - Office, java intermedio."
